ID,Area,Location,No_of_Bedrooms,New/Resale,Gymnasium,Lift_Available,Car_Parking,Maintenance_Staff,24x7_Security,Children_Play_Area,Clubhouse,Intercom,Landscaped_Gardens,Indoor_Games,Gas_Connection,Jogging_Track,Swimming_Pool,Price
0,720,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4850000
1,600,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4500000
2,650,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,6700000
3,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,4500000
4,665,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,5000000
5,2000,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,17000000
6,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,1,0,0,12500000
7,1370,Sector-13 Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,10500000
8,1356,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,10500000
9,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15000000
10,980,Kharghar,2,0,1,1,1,1,1,0,1,1,0,1,0,1,1,8700000
11,1000,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,9000000
12,1060,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,11000000
13,1095,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,0,1,10500000
14,1155,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9700000
15,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,10500000
16,1250,Sector 18 Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,0,0,8000000
17,990,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8500000
18,1078,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,9300000
19,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,9900000
20,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,8000000
21,1060,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,9000000
22,680,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4200000
23,2470,Kharghar,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,28000000
24,2100,Kharghar,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,40000000
25,2200,Kharghar,4,0,1,1,1,1,1,1,1,1,1,0,0,1,1,16000000
26,2235,Kharghar,4,0,1,1,1,1,1,1,1,1,0,1,0,1,1,17000000
27,1025,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,9500000
28,950,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,9500000
29,895,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,7500000
30,1114,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8500000
31,1197,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,13000000
32,1380,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,13700000
33,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8000000
34,1240,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10500000
35,1110,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,7700000
36,1050,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,7500000
37,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,9000000
38,555,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,6000000
39,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,6200000
40,600,Kharghar,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,5000000
41,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,6500000
42,700,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5200000
43,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4200000
44,560,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,5500000
45,670,Kharghar,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,5500000
46,740,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,6000000
47,636,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5500000
48,680,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4200000
49,1635,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,0,1,16500000
50,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,11399999
51,1500,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,13500000
52,1850,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,22500000
53,2100,Kharghar,4,0,1,1,1,1,1,1,1,1,0,0,0,0,1,40000000
54,610,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5700000
55,655,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4800000
56,660,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000
57,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4300000
58,680,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4500000
59,670,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,5300000
60,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4803000
61,1800,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,13000000
62,1645,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,15500000
63,1395,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13000000
64,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,8500000
65,1200,Kharghar,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1,9400000
66,615,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000
67,670,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,5300000
68,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6000000
69,650,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,5600000
70,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,17500000
71,1415,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,12000000
72,1685,Kharghar,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15000000
73,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13000000
74,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,16600000
75,1395,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,13000000
76,1200,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9400000
77,650,Kharghar,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,5700000
78,560,Kharghar,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,5500000
79,765,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,6000000
80,650,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5600000
81,655,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4900000
82,1390,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13500000
83,1590,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,22000000
84,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,1,1,1,17500000
85,1716,Kharghar,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1,17800000
86,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14000000
87,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,7200000
88,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,1,0,7000000
89,1635,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,1,0,1,15000000
90,1078,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10000000
91,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,1,0,0,1,1,17500000
92,1415,Kharghar,3,0,1,1,1,1,1,0,1,1,1,1,0,1,1,11000000
93,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,13000000
94,1147,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,12500000
95,1197,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,0,1,13000000
96,1300,Kharghar,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,15000000
97,1050,Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,7500000
98,1240,Kharghar,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,9500000
99,650,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,5500000
100,600,Sector 20 Kharghar,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,5000000
101,550,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5000000
102,550,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,5500000
103,650,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4200000
104,646,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,4200000
105,740,Kharghar,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,6000000
106,570,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5000000
107,670,Kharghar,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,5500000
108,640,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,4300000
109,1700,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,15500000
110,1550,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,11399999
111,1530,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,12000000
112,1750,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,1,0,0,16000000
113,1590,Kharghar,3,0,1,1,1,1,1,1,1,1,0,1,0,1,1,22000000
114,1415,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,11000000
115,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1,16600000
116,1687,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14000000
117,1150,Kharghar,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,8500000
118,555,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6000000
119,600,Kharghar,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4900000
120,646,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4200000
121,650,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000
122,640,Kharghar,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,4300000
123,650,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,5500000
124,1400,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,1,1,1,13500000
125,1780,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,15000000
126,1687,Kharghar,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,14000000
127,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,6900000
128,1050,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,8300000
129,1160,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,9000000
130,700,Kharghar,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,5100000
131,625,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,5200000
132,670,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,5500000
133,550,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,5500000
134,650,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5400000
135,660,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5300000
136,550,Kharghar,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,5500000
137,570,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5000000
138,1550,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14000000
139,1760,Kharghar,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,17100000
140,1475,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,11800000
141,759,Kharghar,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,6000000
142,600,Kharghar,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,4850000
143,550,Kharghar,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4500000
144,620,Kharghar,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,4100000
145,550,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5000000
146,745,Kharghar,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,5500000
147,580,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4500000
148,670,Kharghar,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,5300000
149,1845,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19000000
150,1400,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13500000
151,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13600000
152,1645,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,1,1,1,15500000
153,1585,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,16500000
154,1350,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,8600000
155,1075,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,10000000
156,1155,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,10500000
157,625,Kharghar,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,4700000
158,720,Kharghar,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,6200000
159,550,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000
160,735,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,6900000
161,580,Kharghar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4500000
162,1505,Kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10000000
163,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,1,0,0,0,0,13000000
164,1550,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,11000000
165,1455,Sector 18 Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,13000000
166,1098,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,10500000
167,1210,Sector 15 Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,13000000
168,1000,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,9500000
169,550,Kharghar,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,4500000
170,1630,Kharghar,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,13000000
171,1680,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,13600000
172,1650,Kharghar,3,0,1,1,1,1,1,0,1,1,0,0,0,1,1,16200000
173,1440,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15000000
174,1370,Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,1,1,13200000
175,1022,Sector 18 Kharghar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7500000
176,1000,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,9500000
177,1760,Kharghar,3,0,1,1,1,0,1,1,1,0,0,0,0,1,1,15000000
178,1100,Kharghar,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1,7500000
179,1550,Sector 20 Kharghar,3,0,1,1,1,1,1,1,1,1,0,0,0,0,1,13000000
180,1675,Kharghar,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16200000
181,1060,Kharghar,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11000000
182,1150,Kharghar,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,11600000
183,670,Kharghar,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,5600000
184,900,Kharghar,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8000000
185,1088,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0,9500000
186,375,Dombivali,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2018000
187,1200,Churchgate,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65000000
188,1717,Prabhadevi,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,45000000
189,750,Jogeshwari West,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16500000
190,525,Kalyan East,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,2375000
191,1200,Malad East,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19500000
192,420,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
193,540,Virar East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
194,415,Virar East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
195,650,Virar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000
196,1100,Malad West,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,22000000
197,1105,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,17000000
198,2600,Malad East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,43500000
199,700,Mira Road East,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4760000
200,1296,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,18100000
201,1638,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23800000
202,1465,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21200000
203,700,Borivali East,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8600000
204,2030,Goregaon West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,36500000
205,1450,Malad West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,23700000
206,1100,Malad West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21400000
207,800,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,12500000
208,1500,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,18000000
209,1100,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13200000
210,1962,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,35300000
211,950,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15300000
212,1440,Kandivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,25000000
213,1200,Kandivali West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13899999
214,1785,Borivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,33500000
215,775,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,14500000
216,765,Kandivali West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9000000
217,910,Goregaon West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13500000
218,640,Goregaon West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9000000
219,1264,Malad East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21600000
220,1056,Kandivali West,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,13700000
221,1810,Kandivali East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,27799999
222,1656,Goregaon West,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,27900000
223,3888,Goregaon West,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,81600000
224,2030,Borivali West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,38600000
225,1114,Andheri East,3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,17000000
226,3585,Goregaon West,4,1,1,1,1,1,1,0,1,1,1,1,0,1,1,60100000
227,1404,Goregaon East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,27900000
228,1620,Goregaon East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,31500000
229,2780,Malad East,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,37500000
230,1672,Malad East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,31000000
231,1200,Malad East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,21100000
232,1200,Malad East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16500000
233,1250,Borivali East,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,16000000
234,1840,Borivali East,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,26000000
235,1170,Malad West,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,15200000
236,310,Kharghar,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2300000
237,1245,Wadala,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1,33000000
238,1153,Wadala,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1,29000000
239,573,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,11200000
240,1100,Ulwe,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,9000000
241,1135,Ulwe,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1,8500000
242,1060,Kharghar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,9000000
243,560,Malad West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500000
244,1150,Dahisar,2,1,1,1,1,0,1,1,0,1,0,0,0,1,1,12100000
245,1054,kandivali,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11000000
246,1695,Goregaon,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,27000000
247,1579,Goregaon,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,21600000
248,2153,Goregaon,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,30200000
249,1872,Goregaon,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1,41200000
250,1717,Goregaon,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,30500000
251,1675,Goregaon East,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,36700000
252,1672,Malad East,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23800000
253,1457,Malad East,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,20500000
254,425,Bhandup West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000
255,560,thakur village kandivali east,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000
256,1200,Santacruz West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32500000
257,575,Kanjurmarg,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,8500000
258,400,Borivali East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000
259,300,Kandivali East,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
260,400,I C Colony,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5500000
261,650,Dahisar W,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8000000
262,1600,Malad East,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,27500000
263,860,Marol,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11500000
264,1320,Parel,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,35900000
265,1200,Lower Parel,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,42000000
266,1320,Parel,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,33100000
267,2826,Worli,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,106000000
268,2880,Lower Parel,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,101400000
269,997,Jogeshwari East,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,32500000
270,1038,Jogeshwari East,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,18500000
271,600,Malad West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11000000
272,400,Chembur Shell Colony,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9200000
273,2800,Central Avenue,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,50100000
274,1400,Chembur East,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,33000000
275,1500,Diamond Market Road,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,34100000
276,1412,Mulund,3,0,1,1,1,0,0,0,1,1,1,1,1,0,0,21800000
277,1412,Mulund,3,0,1,1,1,0,0,0,1,1,1,1,1,0,0,21200000
278,545,Nalasopara West,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3000000
279,585,raheja vihar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11000000
280,1000,raheja vihar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,17900000
281,1050,Powai Lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19500000
282,1014,MHADA Colony 20,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,19500000
283,900,Goregaon East,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,16000000
284,600,Tolaram Colony,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11500000
285,700,Tolaram Colony,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10500000
286,1550,Taloja,3,0,1,1,1,0,0,0,0,1,0,0,0,0,1,6400000
287,5245,Thane West,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1,90000000
288,529,Vangani,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000
289,530,Sector 20 Kharghar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3600000
290,1260,Sector 5 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9200000
291,1260,Sector12 New Panvel,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9000000
292,1150,Sector 17 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9200000
293,690,Sector 17 Ulwe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5300000
294,1240,Sector9 Kamothe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,15500000
295,1260,Sector 19 Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9500000
296,1240,Sector 5 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9000000
297,1265,Navi Basti,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10100000
298,1260,Sector12 Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10800000
299,1255,Sector 21 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11000000
300,1055,Sector 19 Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7200000
301,1060,Sector 5 Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7000000
302,1238,Navi Basti,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12700000
303,1150,Sector12 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8500000
304,1165,Sector12 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8500000
305,1080,Sector9 Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7700000
