ID,Area,Location,No_of_Bedrooms,New/Resale,Gymnasium,Lift_Available,Car_Parking,Maintenance_Staff,24x7_Security,Children_Play_Area,Clubhouse,Intercom,Landscaped_Gardens,Indoor_Games,Gas_Connection,Jogging_Track,Swimming_Pool,Price
1710,1800,Andheri West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,30000000
1711,2000,Juhu,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,80000000
1712,2600,Khar West,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,120000000
1713,1800,Khar West,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,70000000
1714,1065,Kalyan West,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,6800000
1715,510,Kandivali East,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,7700000
1716,1079,Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8100000
1717,1100,kavesar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,8700000
1718,555,Owale,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4500000
1719,1221,Kalamboli,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8000000
1720,650,Roadpali,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3850000
1721,380,Kharghar,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3900000
1722,1171,Kopara,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9000000
1723,1503,Mumbai Highway,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,19000000
1724,1415,Kharghar,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1,13500000
1725,776,Sector 20 Kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8400000
1726,1414,Kharghar,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1,13500000
1727,1302,Sector 11 Kharghar,3,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12000000
1728,966,Sector 19 Kharghar,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,8500000
1729,1040,Goregaon East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,20200000
1730,585,Malad West,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,10200000
1731,600,Seawoods,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8500000
1732,545,royal palms goregaon east,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5300000
1733,1365,Dronagiri,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,7800000
1734,3140,Andheri West,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,119900000
1735,526,Goregaon East,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,4300000
1736,937,Goregaon East,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,7200000
1737,1278,Goregaon East,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0,4199000
1738,693,Mira Road East,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,4500000
1739,640,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4200000
1740,1182,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11500000
1741,1000,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000
1742,1600,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16000000
1743,1655,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14500000
1744,675,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6500000
1745,1050,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000
1746,800,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000
1747,1100,mumbai,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11000000
1748,1250,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9200000
1749,590,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5200000
1750,675,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
1751,1200,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13000000
1752,911,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000
1753,1117,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11100000
1754,1125,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12700000
1755,560,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
1756,650,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
1757,1090,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9800000
1758,1463,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000
1759,1500,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13000000
1760,640,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
1761,860,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7200000
1762,1300,Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15000000
1763,1075,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000
1764,600,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4600000
1765,450,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
1766,650,Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000
1767,1300,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13000000
1768,914,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000
1769,1100,Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11000000
1770,1120,Andheri,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3900000
1771,999,Kandivali East,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1,21800000
1772,980,Dadar West,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,32500000
1773,550,Pokhran 2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7575000
1774,800,Mulund West,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,12500000
1775,545,Thane West,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7800000
1776,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7500000
1777,545,vrindavan society,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7800000
1778,670,Kharghar,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,5700000
1779,825,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
1780,715,Ulwe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4600000
1781,1040,Sector 23 Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000
1782,1000,Panvel,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
1783,860,Kandivali East,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16500000
1784,590,Dombivli (West),2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3500000
1785,995,Thane West,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,13500000
1786,1500,CBD Belapur East,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20000000
1787,1200,CBD Belapur East,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,13500000
1788,1400,CBD Belapur East,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,19500000
1789,670,Parel Village,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,17000000
1790,2080,Karave Nagar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,39400000
1791,1125,Sector35D Kharghar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7800000
1792,600,Sector 19A Nerul,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7800000
1793,650,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16000000
1794,1250,Antop Hill,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,27500000
1795,769,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18000000
1796,1010,Suman Nagar,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,21500000
1797,698,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14900000
1798,1000,Antop Hill,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20500000
1799,1371,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,26000000
1800,1130,Bhakti Park,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,21000000
1801,700,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,12800000
1802,700,Antop Hill,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,12000000
1803,1060,Wadala East Wadala,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18000000
1804,2600,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,47000000
1805,700,Pant Nagar,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14000000
1806,2453,Hanuman Chowk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000
1807,1543,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,29000000
1808,1250,Wadala East Wadala,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,32500000
1809,1135,Bhakti Park,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,21000000
1810,1557,Lower Parel,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,55000000
1811,1400,CBD Belapur East,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,20000000
1812,960,CBD Belapur East,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11500000
1813,440,Bandra East,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11000000
1814,833,Willingdon,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,66600000
1815,1150,Ulwe,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,11000000
1816,625,Sector 18 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4000000
1817,1000,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6800000
1818,620,Sector 21 Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4900000
1819,2730,Dahisar,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,59500000
1820,1361,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,37000000
1821,1250,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,36500000
1822,1850,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,28000000
1823,1850,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,43000000
1824,980,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,29000000
1825,873,Dahisar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,35000000
1826,1230,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,26000000
1827,1250,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,26000000
1828,1721,Dahisar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,44000000
1829,585,VishnuNagar,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11000000
1830,675,Vichumbe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4050000
1831,1500,Kharghar,3,0,1,1,1,0,1,1,1,0,0,1,0,1,1,16500000
1832,1140,Thane West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13500000
1833,771,Thane West,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9900000
1834,2000,Kandivali West,4,0,1,1,1,0,1,1,1,0,1,0,0,1,1,40000000
1835,900,Vashi,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,14900000
1836,990,Poonam Sagar Complex,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000
1837,5500,Santacruz East,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45000000
1838,1836,Dadar West,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60000000
1839,1000,Kalyan West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600000
1840,1505,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,14800000
1841,1570,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,15400000
1842,1311,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,12900000
1843,1290,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,12700000
1844,1170,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11500000
1845,1102,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,10800000
1846,963,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,9485000
1847,831,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,8184999
1848,1209,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11900000
1849,952,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,9377000
1850,1011,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,9958000
1851,1015,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,9997000
1852,1135,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,11100000
1853,1065,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,10400000
1854,3080,Andheri West,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,92400000
1855,3780,Andheri West,4,1,1,1,1,0,1,1,1,1,1,0,0,1,1,113400000
1856,4650,Andheri West,5,1,1,1,1,0,1,1,1,1,1,0,0,1,1,139500000
1857,1465,Thane West,3,0,1,1,1,0,1,0,0,0,0,0,1,0,1,16500000
1858,950,Thane West,2,0,1,1,1,1,1,1,1,1,1,0,0,0,1,12000000
1859,375,Mulund East,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2800000
1860,650,Mira Road East,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4800000
1861,630,Ghatkopar West,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,18000000
1862,885,Powai Lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4300000
1863,1012,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7200000
1864,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000
1865,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4925000
1866,1012,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7000000
1867,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12200000
1868,630,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5200000
1869,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10400000
1870,605,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5100000
1871,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000
1872,1000,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7900000
1873,1310,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000
1874,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000
1875,1310,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9300000
1876,1540,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12500000
1877,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12400000
1878,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9800000
1879,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4800000
1880,635,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4950000
1881,650,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5300000
1882,1680,Sector-8 Sanpada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,23000000
1883,2415,Sector-9 Ghansoli,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,32500000
1884,1245,Airoli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14800000
1885,600,Balkum,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3600000
1886,840,Hiranandani Estates,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7000000
1887,600,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5898000
1888,1209,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10800000
1889,1100,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9600000
1890,730,kavesar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6498999
1891,1200,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9497000
1892,600,Vartak Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6497000
1893,990,Vartak Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7998000
1894,1100,Thane West,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9496000
1895,1327,Balkum,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12200000
1896,585,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5894000
1897,800,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7494000
1898,570,Vartak Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6498000
1899,1100,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9300000
1900,860,Hiranandani Estates,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7200000
1901,1170,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10500000
1902,890,Vartak Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7495999
1903,1100,kavesar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9499000
1904,800,Majiwada,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7300000
1905,585,Majiwada,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5900000
1906,1300,Vartak Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12400000
1907,376,Rajendra Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8400000
1908,764,Charkop,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19000000
1909,995,dhanukarwadi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,22200000
1910,405,Vazira,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8500000
1911,600,Kalyan West,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4400000
1912,400,Link Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10500000
1913,1149,Haware City,3,0,1,1,1,0,0,0,1,0,1,0,0,0,1,7300000
1914,560,Haware City,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,4250000
1915,650,Mira Road East,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,6000000
1916,1045,Goregaon West,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26000000
1917,1175,Vasai West,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8500000
1918,550,Four Bunglows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13000000
1919,867,Borivali West,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,15900000
1920,990,Palava,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5550000
1921,539,Borivali West,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,9900000
1922,3300,Oshiwara Police Station Road,4,1,1,1,1,0,1,0,1,1,1,0,1,1,1,100000000
1923,640,Virar,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,2700000
1924,1450,Khar West,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,52500000
1925,1900,Bandra West,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,55000000
1926,1750,Bandra West,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,72500000
1927,1875,Andheri West,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,75000000
1928,1600,Almeida Park,3,0,1,1,1,1,1,0,0,1,0,1,1,0,0,75000000
1929,1000,Bandra West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,35000000
1930,909,Seven Bunglow,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,29200000
1931,285,Vasai east,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3200000
1932,950,Malad West,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,14200000
1933,1080,Poddar Road,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,59400000
1934,3498,Worli,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,80000000
1935,245,Mira Road East,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2100000
1936,755,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7959999
1937,430,Badlapur East,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2350000
1938,413,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3979999
1939,465,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4100000
1940,610,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4800000
1941,610,Kalyan West,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4380000
1942,610,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4380000
1943,650,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5060000
1944,430,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4380000
1945,485,Kalyan West,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4800000
1946,686,Dombivali East,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,5800000
1947,430,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4580000
1948,500,Badlapur East,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2600000
1949,660,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7500000
1950,455,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4450000
1951,466,Ambernath East,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2840000
1952,686,Dombivali East,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5800000
1953,450,Kalyan West,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3500000
1954,660,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7100000
1955,790,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8300000
1956,441,Badlapur East,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2560000
1957,480,Badlapur,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2400000
1958,525,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4650000
1959,663,Kalyan West,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5800000
1960,440,Kalyan West,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4200000
1961,417,Kalyan West,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3700000
1962,650,Taloja,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,3700000
1963,660,Kharghar,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4800000
1964,2300,Malad East,4,0,1,1,1,0,1,1,1,1,0,0,1,1,1,41200000
1965,720,Malad East,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,12000000
1966,510,Taloja,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2800000
1967,520,Taloja,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2600000
1968,490,Taloja,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2400000
1969,470,Taloja,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,2200000
1970,800,Chembur,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,15000000
1971,1225,Khar West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000
1972,1175,Khar West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000
1973,1095,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,8300000
1974,695,Mira Road East,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5100000
1975,1055,Mira Road East,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,8100000
1976,875,Mira Road East,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,6800000
1977,675,Mira Road East,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,5100000
1978,1150,Worli,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,46000000
1979,2285,Worli,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,105500000
1980,1500,Gulmohar Road,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,65000000
1981,2394,Mahalaxmi,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,88000000
1982,3150,Worli,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,122500000
1983,2580,Worli,3,0,1,1,1,0,1,0,1,1,1,0,0,1,1,71000000
1984,1125,Parel,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,55000000
1985,3800,Khar West,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,145000000
1986,2250,Vile Parle E,4,1,1,1,1,0,1,1,0,0,0,0,0,0,1,65000000
1987,750,Pokhran Road No 2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12800000
1988,1100,Sainath Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,12800000
1989,1900,Sainath Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,22500000
1990,1600,Sainath Nagar,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19000000
1991,2300,Kapur Bawdi,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,27000000
1992,2400,Manpada near Tiku ji ni wadi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,17500000
1993,1120,Kapur Bawdi,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13200000
1994,254,Mira Road East,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2300000
1995,220,Mira Road East,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2000000
1996,525,Kandivali East,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,8300000
1997,650,Nerul,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,7400000
1998,826,Kolshet Industrial Area,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9500000
1999,1050,PARSIK NAGAR,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7500000
2000,630,PARSIK NAGAR,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5800000
2001,985,PARSIK NAGAR,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9000000
2002,650,PARSIK NAGAR,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5000000
2003,1000,PARSIK NAGAR,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7800000
2004,650,Sector16 Ulwe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4200000
2005,1205,Seawoods,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11100000
2006,1225,Thakur complex,2,0,0,1,1,1,1,1,0,1,0,0,1,0,0,18900000
2007,900,Borivali East,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,14000000
2008,1000,Kandivali East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15000000
